Ppa21j3,77009.0
Ppa8j2,76489.0
Cpet0h1,66305.0
Cpa0h1,65077.0
Ppa21j2,64598.0
Ppet21j3,63976.0
Ppet8j3,63211.0
Ppet18h2,61656.0
Ppa8j1,60681.0
Ppa18h3,59631.0
Cpet0h2,59018.0
Ppa5j2,57842.0
Ppet24h1,57590.0
Ppet8j2,56255.0
Ppet5j3,55558.0
Ppa5j3,55489.0
Ppa5j1,55330.0
Ppet21j2,55229.0
Ppet5j2,55159.0
Ppet18h1,54782.0
Ppet21j1,54684.0
Ppet24h3,54521.0
Ppa21j1,54489.0
Ppa18h2,53275.0
Ppet5j1,52633.0
Cpa18h1,52281.0
Ppa24h1,51403.0
Ppet24h2,51057.0
Ppet8j1,50330.0
Ppet18h3,50046.0
Cpa8j3,49522.0
Ppa24h3,49210.0
Ppa18h1,48581.0
Cpa21j1,46970.0
Ppa24h2,46452.0
Cpa8j2,44787.0
Cpa24h2,42824.0
Cpet21j1,42413.0
Cpa18h2,42027.0
Cpet5j3,41489.0
Cpa21j2,40930.0
Cpa0h2,40479.0
Cpa18h3,40354.0
Cpet21j2,40278.0
Cpa21j3,39262.0
Cpet8j2,38671.0
Cpet18h2,38005.0
Cpa5j1,37588.0
Cpet8j3,37558.0
Cpet8j1,36578.0
Cpet21j3,36480.0
Cpa24h3,35865.0
Cpa5j3,35638.0
Cpa8j1,35356.0
Cpa5j2,34470.0
Ppa15j1,31244.0
Ppa15j3,31038.0
Ppa15j2,30382.0
Ppet15j3,30307.0
Ppet15j2,29898.0
Cpet24h2,29362.0
Cpet5j2,28662.0
Cpet18h1,27336.0
Ppet15j1,26371.0
Cpet5j1,26254.0
Cpa24h1,25647.0
Cpet18h3,24351.0
Cpet24h3,23578.0
Cpet24h1,22113.0
Cpa15j2,21089.0
Cpet15j2,18909.0
Cpa15j1,18890.0
Cpet15j1,18551.0
Cpet15j3,17485.0
Cpa15j3,15879.0
Ppa0h2,142.0
Ppa0h1,26.0
